Right hand wave
-1,20344677983774
-0,45758294188853
-1,1320370218908
-1,02909312652922
-0,370252727263736
-1,06516878600721
-0,522343633511698
-0,221672536601917
-0,770564597021932
0,874872905960748
-0,464297450421227
-0,130988632484765
0,152630096651274
-0,374644235422462
-0,48943085276356
-0,101348108881584
-0,346747165027607
-0,60125948519505
~
-0,963811824772942
-0,668878601248983
-1,27873561818991
-0,852464671880456
-0,556618850273891
-1,16070228511895
-0,518423330292821
-0,219839655893528
-0,773532841298158
0,859983770516796
-0,497339902534276
-0,163037743365295
0,128470544282959
-0,396576967126911
-0,506119590207994
-0,115367227067443
-0,362989341506093
-0,609457213739353
~
-1,13784019854334
-0,454352140861865
-1,08603271688285
-0,940912949821505
-0,438711426153795
-1,13899953464956
-0,499856742316217
-0,190528324182811
-0,773770677635562
0,885943625197872
-0,725031762873432
-0,174842413855715
0,15026536550757
-0,528686374964439
-0,509861831416652
-0,0949607016294216
-0,463237931754551
-0,610604177510536
~
-1,13258641579351
-0,487256750286289
-1,08199880591497
-0,935514096191555
-0,441730280906906
-1,11847637947478
-0,487334088042069
-0,170079303457371
-0,769556368277481
0,883156959457142
-0,731938855990341
-0,173474087471514
0,13873952413396
-0,538207515795239
-0,513106116539126
-0,109399640378549
-0,473630402396871
-0,615484190175634
~
-1,10720409313873
-0,476262601606788
-1,102532554726
-0,904413173881915
-0,460859006471442
-1,13890469973831
-0,481918170189123
-0,162985401538258
-0,769054268162246
0,882436854699527
-0,738282154687084
-0,170909886481299
0,13132243655183
-0,54619596810153
-0,514000409992429
-0,119049055594505
-0,482167219809243
-0,617568211854419
~
-0,463670620075206
-1,54822320187151
-0,701887899020406
-0,496755752288167
-1,30807293028924
-0,696175270193703
-0,59601114892705
-0,587621976521988
-0,64057069990431
0,91916556841995
-0,837113241480321
0,00861009329682238
0,0265765591083282
-0,804724184720863
-0,443257567907136
-0,148534344751705
-0,976497242042106
-0,477937612371006
~
-0,422502290380702
-1,56750837537726
-0,634518810806511
-0,466663406068824
-1,33098028364271
-0,651607477094099
-0,599146822477538
-0,621396147127767
-0,664878043598402
0,931668138681349
-0,823911252391139
0,0176392604081713
0,0435183542614286
-0,786636515838119
-0,430706896897166
-0,927727178050061
-0,920631708370615
-0,832082521612456
~
-0,42743357826472
-1,60674057356506
-0,588807261001954
-0,466306802890952
-1,3353562553057
-0,60588793071111
-0,582926545434
-0,521203300527622
-0,619500501296344
0,353400179631232
-0,718771242423103
-0,179035158456369
-0,51217143190456
-0,753013262455784
-0,632185004491088
-0,931017185331798
-0,911667742414378
-0,822834051555597
~
-0,435021197802325
-1,60133828801385
-0,584167503457582
-0,471387304229409
-1,32931236256443
-0,602581632872235
-0,58048555484017
-0,513234414539962
-0,620780411628141
0,353375709767548
-0,718587851578816
-0,176369168012283
-0,50847163531843
-0,746734477960171
-0,62607133559343
-0,940100210448167
-0,910040630208164
-0,820718665448835
~
-0,371473405015202
-1,59341589380786
-0,525274543020025
-0,432866212403211
-1,37639369495081
-0,585603555765494
-0,617044703141634
-0,725326961230863
-0,729595803249904
0,353884174684551
-0,713011959317946
-0,173787412147306
-0,501886275828806
-0,734646770570014
-0,617162591104301
-0,945203097972753
-0,910371958067599
-0,818258934525739
~
-0,44725318156647
-1,4627044584364
-0,620152902270119
-0,478095786533808
-1,22685715013874
-0,630244207847284
-0,570623601435823
-0,519315087465474
-0,62335188554325
0,352203074168871
-0,705955431967658
-0,195610703909809
-0,503520800761586
-0,71244302460657
-0,644401410417733
-0,847615073033375
-0,80403300337307
-0,819904042321751
~
-0,424117331419991
-1,65072248745268
-0,586342312591233
-0,461955137160353
-1,36867684584898
-0,602746198217572
-0,575468484584798
-0,5225397814446
-0,614526196007036
0,919842107335135
-0,829793456901656
0,0142005452804499
0,88461357920155
-1,69730043790076
-0,217974070581853
0,853876674271177
-1,76666559552465
-0,451332716652838
~
-0,47249481599762
-1,51129959578786
-0,660279214764692
-0,500467242628521
-1,27904323384823
-0,660427883288977
-0,584384591862887
-0,582274286712677
-0,624048196136417
0,916844024562379
-0,834108504285774
0,0142257194175406
0,892477433720356
-1,68701719312683
-0,151312799240939
0,837940181535386
-1,77937321465594
-0,437936283596723
~
-0,462227652380658
-1,56537209742596
-0,629213475336078
-0,496000402761665
-1,33531691162627
-0,641874428479198
-0,597318722882159
-0,645151423204683
-0,643360203249851
0,902747007580398
-0,825363073074836
0,0126834397993521
0,852556997803466
-1,70245875520182
-0,276785216548267
0,66223042229992
-1,66715580855748
-0,71708139513378
~
-0,456237917511059
-1,48258163805085
-0,612285331088159
-0,489094347521843
-1,25225325409847
-0,618816534984968
-0,587663568589803
-0,56126810224132
-0,601859569976653
0,914232918453476
-0,839970318468441
0,0162451145413566
1,12877100803788
-1,50438831712015
-0,0112228515685017
1,20028370456601
-1,72586098333739
-0,0081953147055399
~
-0,417699005430551
-1,56165561000822
-0,57685860194643
-0,467954080077372
-1,33469804408474
-0,604631936156213
-0,618719304017834
-0,653825484854029
-0,651183497809883
0,9125733527496
-0,839909054549024
0,0140531918451054
1,1314568239479
-1,50716406007573
-0,0117406868836659
1,20441800410395
-1,72958237216135
-0,00808213002878366
~
-0,432627562981939
-1,53722861340896
-0,620854558549859
-0,47612403040454
-1,2939606565136
-0,631975621576221
-0,606613362977525
-0,56415682067493
-0,628279565885769
0,913300748520267
-0,823579374728943
0,000471973320556284
1,1749161455411
-1,48532688100815
-0,00684319497914655
1,26212130111299
-1,7059093134064
0,00307186888317171
~
-0,44430564274139
-1,56195931159457
-0,630263725967806
-0,485685186767767
-1,31146698352956
-0,641285989240326
-0,60982374885183
-0,559990104327162
-0,6370790057021
0,930094754685658
-0,855471167082611
-0,00364492314603985
1,19888988297128
-1,51143211219399
-0,0143205708442001
1,23946875342029
-1,72744542995915
-0,0723490016407646
~
-0,461000287809259
-1,60457117418449
-0,626317624785565
-0,498215341010462
-1,34381880107563
-0,640881112045612
-0,609860500614072
-0,561561751999529
-0,647122727015032
0,948063821171848
-0,881241846537057
-0,00390395987620015
1,20380712404655
-1,54610422567795
-0,0187358039837073
1,24682198692563
-1,7611260629621
-0,0789584525770967
~
0,42588291967896
-1,3938350478493
-0,649278309235285
0,160808392883783
-1,21686457083644
-0,672025440728546
-0,634415187501747
-0,685953348173638
-0,703205678156791
0,946673609500179
-0,870134182160259
-0,00430587671005776
1,18705456682549
-1,53652437828686
-0,0290720304030858
1,22469132718545
-1,75466976661035
-0,0649982341470624
~
0,455632492778068
-1,4911917334061
-0,694920310814316
0,177359519977092
-1,31153477115246
-0,719398920135354
-0,657459398425837
-0,77256399309516
-0,75414292103536
0,972684595894578
-0,902970635471017
-8,17451338567435E-05
1,2434567279733
-1,5878404255591
-0,0344164406118562
1,27541037902045
-1,81058026199522
-0,0955339726060256
~
0,411926363449146
-1,38908411662167
-0,695675836158237
0,152630880989525
-1,19946336175285
-0,702170863471201
-0,62525554886325
-0,630601062094223
-0,68422443168628
0,966067294062997
-0,880151532406253
-0,0184308528056938
1,22515914092781
-1,54355819856393
-0,0374622194267193
1,26386031443559
-1,76287052689325
-0,0696047809810368
~
0,403713429513099
-1,33941834601683
-0,68456380635046
0,149043642208551
-1,15173496400104
-0,689938995288593
-0,614965685273473
-0,5886848868169
-0,669252203014188
0,946693005975074
-0,847726973286848
-0,0166179389691053
1,17847144772205
-1,50941248366341
-0,0274024730116286
1,24625966212735
-1,71791976466131
-0,0521436573112671
~
0,39807462450523
-1,2996499988275
-0,672760849270322
0,147868287769456
-1,11412096902376
-0,676767574656051
-0,602750705498115
-0,557534015130544
-0,65252773983583
0,924135825536767
-0,813597186019099
-0,0127878856650741
1,15879589228009
-1,46287181610439
-0,0265277853271294
1,21481348000653
-1,66231000756054
-0,0909899066042942
~
-0,22902057682033
-1,38134190224384
-0,277181419629508
-0,335093088366377
-1,21048948328845
-0,400481958478577
-0,653310623004517
-0,697932468654348
-0,733320688391091
0,936531354607052
-0,847845000306269
-0,0289295651685759
1,17900514435243
-1,51251802766616
-0,0511368451212347
1,22828254710884
-1,71712299016798
-0,116894954725997
~
-0,158760543333105
-1,63754458018354
-0,902617461455698
-0,282692628184476
-1,40439374241393
-0,868380571495386
-0,654488951847063
-0,7049411254424
-0,728658168281226
0,911373573982871
-0,853180560424403
-0,0326023363775254
1,2059312284217
-1,49156882776035
-0,0272533406347676
1,20643765530546
-1,64334222812736
-0,0601838040379599
~
-0,153738523114502
-1,60874440633179
-0,907701086587887
-0,268838399519961
-1,36070452210414
-0,854227644879893
-0,614138028736339
-0,61658473352383
-0,657398239313913
0,910904663297749
-0,847877644798877
-0,0300677013505475
1,21150978709319
-1,47288182359166
-0,0293251581073852
1,19351690702981
-1,5947530923494
-0,0947352814234331
~
-0,414130318428202
-1,59100738088057
-0,811572593751516
-0,259537533834839
-1,45023663266611
-0,88849386017322
-0,644320898753918
-0,750756527469529
-0,73892150932694
0,911440836539959
-0,84396882394003
-0,0199342252403928
1,2272314784239
-1,48774394190483
-0,0400208866038948
1,25235324709481
-1,7115871693315
-0,0755808701148063
~
-0,41891018597569
-1,58317503280497
-0,836163843557729
-0,261220431800555
-1,43556260541091
-0,885128664355124
-0,641785914899432
-0,75849841910016
-0,731320496045181
0,906602923648975
-0,842428443748712
-0,0196818251275612
1,22279021268539
-1,48038189292463
-0,0431813072498794
1,24312260602211
-1,70296645649438
-0,0819945737174585
~
-0,12477472643276
-1,6323371542719
-0,909694108789833
-0,250055016938372
-1,40725067438345
-0,872495598504378
-0,625895819670979
-0,73199137228657
-0,723940376200779
0,891780357259356
-0,83080452377556
-0,0337770452362336
1,20882763509917
-1,45147095375911
-0,045010885287677
1,23038220458068
-1,66039038879272
-0,0614018915875714
~
-0,235081136643298
-1,54737310597699
-0,873364484937169
-0,321499132092332
-1,35351234447156
-0,84355432516841
-0,615776814928484
-0,693362624550473
-0,705501723786985
0,889163453757501
-0,820497685722812
-0,0370437631733864
1,21044949305598
-1,43164673128733
-0,0445357144103579
